schema_version,strategy_id,strategy_version,rank,symbol,name,sector,total_score,trend_score,startup_score,sector_score,market_score,decision,continuation,buy_model,notes,risks,hard_rejects,plan
1,v1_trend_startup,v1_0,1,300408,三环集团,创业板,94,40,21,23,10,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,2,300604,长川科技,创业板,94,40,21,23,10,强参与,强延续,强势震荡再启动,中期结构清晰：强势震荡再启动,回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,3,300136,信维通信,创业板,89,35,21,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,4,300285,国瓷材料,创业板,89,35,21,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,5,300502,新易盛,创业板,89,35,21,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,6,300975,商络电子,创业板,89,35,21,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,7,301526,国际复材,创业板,89,35,21,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,股价未站稳5日线；回调缩量未确认；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,8,300433,蓝思科技,创业板,87,35,19,23,10,强参与,强延续,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；股价未站稳5日线；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,9,300033,同花顺,创业板,85,35,15,25,10,强参与,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；回调缩量未确认,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,10,300054,鼎龙股份,创业板,85,35,17,23,10,强参与,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；存在长上影或冲高回落；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,11,300059,东方财富,创业板,85,35,15,25,10,强参与,分歧转强观察,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,近5日低点未确认抬高；回调缩量未确认,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
1,v1_trend_startup,v1_0,12,300346,南大光电,创业板,85,35,17,23,10,强参与,强转弱风险,等待放量突破或回踩确认,站上中期平台，但突破/回踩结构还需确认,回调缩量未确认；存在长上影或冲高回落；个股可能不是板块前排,,2成仓先手；突破确认或回踩不破再加到3成，总仓不超过60%-70%。 触发：补齐平台突破、趋势回踩或强势换手信号。 止损：跌破5日线、启动K低点或板块退潮。
